"tayren","طايرين"
"a9'ef","اضيف"
"2da","اذا"
"tsta3jle$","تستعجليش"
"bemshi","بيمشي"
"esemha","اسمها"
"btmsi","بتمسي"
"m3awa8","معوق"
"nrwwe7","نروح"
"kollo","كله"
"bkheir","بخير"
"el3o6la","العطله"
"shuwe","شوي"
"khlefat","خليفات"
"m5zwegeenhom","مخزويقنهم"
"3lshkhsyat","عالشخصيات"
"lfeet","لفيت"
"l6ol","الطول"
"b2man","بأمان"
"elwahad","الواحد"
"rasou","راسه"
"ldiab","لديب"
"badak","بدك"
"mratk","مرتك"
"al","ال"
"nkabet","أنكبت"
"fkry","فكري"
"m7sne","محسني"
"ynktb","ينكتب"
"lmlka","الملكه"
"shrfk","شرفك"
"7amodi","حمودي"
"yomha","يومها"
"wlmtlop","والمطلوب"
"msaref","مصاريف"
"mjaal","مجال"
"bakleh","بكله"
"b$ahar","بشهر"
"$alk","شالك"
"b2aya","بأي"
"bwma","بومه"
"oshof","اشوف"
"mo5ta9ara","مختصره"
"b6n$i","بطنشي"
"ela","ألا"
"amman","عمان"
"m7et","محيت"
"bsta7i","بستحي"
"2jtma3i","اجتماعي"
"bwrg","بورق"
"wajhehom","واجهيهم"
"el3'naih","الاغنيه"
"t3o","تعو"
"shikli","شكلي"
"sb3en","سبعين"
"il3b","العب"
"la6efeh","لطيفه"
"9'efni","ضيفني"
"8araba","قرابه"
"eshy","اشي"
"y$kele","يشكيلي"
"2llah","الله"
"torathe","تراثي"
"hram","حرام"
"a$ta3'el","اشتغل"
"wento","وانتو"
"kundrtha","كندرتها"
"6al3ah","طالعه"
"l3fou","العفو"
"2sma2","أسماء"
"27sas","احساس"
"kou5","كوخ"
"t3be","تعبي"
"tle3na","طلعنا"
"6wle","طولي"
"modeha","مديها"
"asha3a","اشاعه"
"3'rebh","غريبه"
"ds2lk","دسالك"
"yani","يعني"
"3'6a","غطى"
"anbs6","انبسط"
"btstaw3ab","بتستوعب"
"bl86","بلقط"
"shayfha","شايفها"
"sheklak","شكلك"
"andari","انداري"
"$j3oni","شجعوني"
"mrtba","مرتبه"
"b5tr3o","بخترعو"
"7armne","حرمني"
"w9'efeh","وظيفه"
"tslem","تسليم"
"ba5th","باخذ"
"wasat","وسط"
"tnzl","تنزل"
"btnaseb","بتناسب"
"b8dons","بقدونس"
"wajbek","واجبك"
"bsh3","بشع"
"kl","كل"
"3ugbal","عقبال"
"fokak","فكك"
"rj3tk","رجعتك"
"mfakreh","مفكره"
"y5ls","يخلص"
"dammk","دمك"
"alzeft","الزفت"
"al7mdellah","الحمدلله"
"bn7ke","بنحكي"
"elhna","الهنا"
"3adt","عادة"
"saha","صحه"
"6abe8","طابق"
"wna","ونا"
"elemarat","الامارات"
"battal","بطل"
"de7ketha","ضحكتها"
"mznou8","مزنوق"
"gademeh","قديمه"
"hnak","هناك"
"andawm","انداوم"
"mze7","مزيح"
"a5adtni","اخدتني"
"t5sreh","تخسريه"
"il7iniy","الحنيه"
"ashilk","اشلك"
"b39'na","بعضنا"
"tms5ari","تمسخري"
"y'a","يا"
"bzaweh","بزاويه"
"e$a3a","اشاعه"
"tnsash","تنساش"
"2lak","الك"
"madraesh","مدرسه"
"rjli","رجلي"
"e5rse","اخرسي"
"t95en","تصخين"
"jeet","جيت"
"shoftech","شفتج"
"ytane7","يتنح"
"kant","كانت"
"fra$ti","فرشتي"
"maredeen","مريضين"
"amoot","اموت"
"esta7i","استحي"
"eltehabat","التهابات"
"bswei","بسوي"
"3at3ata","عتعته"
"2rb3a2","اربعاء"
"ratbna","راتبنا"
"atraja","اترجى"
"bowjodk","بوجودك"
"mlabs","ملابس"
"yjm3na","يجمعنا"
"tetsla","تتسلى"
"$rabe$","شرابيش"
"7kait","حكيت"
"moafe8","موافق"
"abrdhom","ابردهم"
"lerat","ليرات"
"sm7te","سمحتي"
"ekt2ab","اكتئاب"
"btren","بترن"
"$abakeh","شبكه"
"5lana","خلانا"
"ywf2kom","يوفئكم"
"o3'nyet","اغنية"
"3agbny","عاجبني"
"mhster","مهستر"
"akhaf","اخف"
"b7jz","بحجز"
"me6awel","مطول"
"y2wekom","يئويكم"
"slftk","سلفتك"
"zne","زني"
"5wat","خوات"
"3lbaet","عالبيت"
"ma6r","مطر"
"3ajbna","عاجبنا"
"aska3","اسكع"
"mghor","مقهور"
"solf","سولف"
"kroush","كروش"
"majnounh","مجنونه"
"83datha","قعداتها"
"z3'ran","زغران"
"6ayeb","طيب"
"t9er","تصير"
"2tfh","اتفه"
"l8it","لقيت"
"mab6egak","مابطيقك"
"b63amek","بطعمك"
"mo3askar","معسكر"
"mshallah","ماشاءالله"
"yrej","يرج"
"a5o$ln","اخوشلن"
"b5awef","بخوف"
"bikoum","بيكم"
"shrou8","شروق"
"allhm","اللهم"
"sh76a","شحطه"
"b97a","بصحه"
"ys7b","يسحب"
"gdami","قدامي"
"jrdha","جردها"
"ent","انت"
"bezr","بزر"
"mata","متى"
"m9er","مصير"
"eb4rn","يبذرن"
"ajet","اجيت"
"5wa9r","خواصر"
"elden","الدين"
"m7afza","محافزه"
"tnaner","تنانير"
"btsawn","بتساون"
"me$an","ميشان"
"msmetoh","مسميته"
"moa6n","مواطن"
"kasdeh","كاسده"
"y8tn3","يقتنع"
"ylawno","يلونه"
"ntf8","نتفق"
"t3male","تعملي"
"m5mj","مخمج"
"3rsan","عرسان"
"btjawib","بتجاوب"
"som3ah","سمعه"
"safar","سفر"
"rayg","رايق"
"8a3da","قاعده"
"elsa3ed","السعيد"
"jawdat","جودت"
"malhum","مالهم"
"katbte","كتبتي"
"lbokra","لبكره"
"kondarty","كندرتي"
"r7eem","رحيم"
"mokalmtna","مكالمتنا"
"braqbsh","براقبش"
"btmz7i","بتمزحي"
"nseni","نسيني"
"alwan","الوان"
"3endek","عندك"
"dawmtu","داومتو"
"3zimeh","عزيمه"
"jahzeh","جاهزه"
"3'yrteli","غيرتلي"
"alnour","النور"
"al3ya4","العياذ"
"ray7at","رايحات"
"bejamtha","بجامتها"
"8alatli","قالتلي"
"jawbtha","جاوبتها"
"3arob","عروب"
"2noom","النوم"
"7zntne","حزنتني"
"l2nu","لأنه"
"soneh","سنه"
"bt25r","بتأخر"
"e7tfln","احتفلن"
"3ade","عادي"
"yardha","يرضى"
"jumlh","جمله"
"wal8bol","والقبول"
"ray7","رايح"
"bdete","بديتي"
"estgrabt","استغربت"
"95rah","صخره"
"btn6'a8","بتنظاق"
"8esas","قصص"
"na8sek","ناقصك"
"almahabeh","المحبه"
"mtgayrh","متغيره"
"ma7ch","ماحج"
"baljw","بالجو"
"9ahbti","صاحبتي"
"3fra","عفره"
"batouta","بطوطه"
"lbsti","لبستي"
"jam3tna","جامعتنا"
"m6wle","مطولي"
"wy5lilk","ويخليلك"
"mrtbt","مرتبط"
"8lban","قلبا"
"5otha","خوثا"
"malabes","ملابس"
"a3ish","اعيش"
"t5sos","تخصص"
"2ldneh","الدنيا"
"bt$ahi","بتشهي"
"m3fnh","معفنه"
"mlaz8ah","ملزقه"
"3yonha","عيونها"
"$rfi","شرفي"
"b5sk","بخصك"
"ashl7","اشلح"
"ya3mi","ياعمي"
"bdrushush","بدرسهوش"
"ta3'at","تاغات"
"ye3en","يعين"
"2a8dm","اقدم"
"t8i","طقي"
"sanet","سنة"
"tseri","تصيري"
"lazemlk","لازملك"
"elmsamat","المسامات"
"sawetlha","سويتلها"
"m6aw$een","مطاوشين"
"btbarek","بتبارك"
"btfkr","بتفكر"
"ya5fa","يخفى"
"el7ajez","الحاجز"
"2at4akarkoom","اتذكركم"
"andomi","اندومي"
"dokaneh","دكانه"
"5resa","خريسه"
"bljded","بالجديد"
"$oof","شووف"
"asawelak","اسويلك"
"jn8lh","جنقله"
"2deeh","أديه"
"b8dr","بقدر"
"b7bku","بحبكو"
"5erok","خيروك"
"2egeti","اجيتي"
"w9etlo","وصيتلو"
"3orsak","عرسك"
"y8blo","يقبلو"
"hadafk","هدفك"
"m3esh","معيش"
"etzlmn","يتزلمن"
"b9a6","بصاط"
"tbtle","تبطلي"
"n3as","نعس"
"handst","هندسة"
"eidna","ايدنا"
"jrbti","جربتي"
"wejeh","وجه"
"tesllame","تسلمي"
"nset","نسيت"
"7yawn","حيوان"
"fog","فوق"
"bedol","بيدل"
"yakber","ياكبير"
"ad3oulna","ادعولنا"
"ga76na","قحطنا"
"mhlna","محلنا"
"wkif","و كيف"
"btdwre","بتدوري"
"bmoot","بموت"
"bsb7o","بسبحو"
"md3ch","مدعج"
"tmthel","تمثيل"
"fsateen","فساتين"
"bektblo","بيكتبله"
"elsakane","الساكنه"
"6ab5en","طابخين"
"yly","يلي"
"n3'er","نغير"
"eldoam","الدوام"
"wahdi","وحدي"
"sh3b","شعب"
"yekon","يكون"
"altarfen","الطرفين"
"jezankom","جيزانكم"
"jmalhm","جمالهم"
"9ba7k","صباحك"
"ybarko","يباركوا"
"btrwe7ah","بترويحه"
"bda7ek","بضحك"
"el5a6bat","الخاطبات"
"l7amdullah","الحمدلله"
"besajlook","بسجلوك"
"es7ek","اصحك"
"shakoush","شاكوش"
"3melna","عملنا"
"3amranh","عمرانه"
"2018-03-07 00:00:00","حمار"
"la2frjeke","لأفرجيك"
"b2owl","بئول"
"el3zaym","العزايم"
"yr7amha","يرحمها"
"dwale","دوالي"
"2018-03-02 00:00:00","أمر"
"jahezen","جاهزين"
"dikaryt","ذكريات"
"tfa9'ale","تفضلي"
"btnket","بتنكت"
"bltf9el","بالتفصيل"
"at7fa6'","اتحفظ"
"hadeek","هديك"
"madrse","مدرسه"
"akel","اكل"
"5bet","خبيت"
"2l4habi","الذهبي"
"s3adeh","سعاده"
"2abel","أبل"
"wnser","ونصير"
"ba3theh","بعثيها"
"tsa7ib","تصاحب"
"b3mlosh","بعملوش"
"7aiate","حياتي"
"wa8t","وقت"
"mino","منه"
"y3en","يعين"
"msafri","مسافره"
"tafeh","تافه"
"bsam7","بسامح"
"azka","ازكا"
"bsolf","بسولف"
"salm","سالم"
"dros","دروس"
"fa9'eh","فاضيه"
"tfakrna","تفكرنا"
"areen","عرين"
"jbthom","جبتهم"
"mansour","منصور"
"t3bana","تعبنا"
"bashofek","بشوفك"
"yhneki","يهنيكي"
"yma","يما"
"7ktlii","حكتلي"
"el7j","الحج"
"btmza7i","بتمزحي"
"tokel","توكل"
"amdlb7","امدلبح"
"bdono","بدونه"
"bt8aren","بتقارن"
"moaraha8a","مراهقه"
"bd3sk","بدعسك"
"bdl","بدل"
"ndarit","نظارة"
"dayman","دايما"
"2tf93n","اتفصعن"
"bt7o6e","بتحطي"
"rez8k","رزقك"
"elemor","الامور"
"kithba","كذبه"
"oelle","أويلي"
"masl7a","مصلحه"
"mch7r","مشحر"
"n9'efo","نضيفو"
"w38bal","عقبال"
"byshbaho","بيشبهه"
"lbwe9'a","البويضه"
"habeh","حابه"
"az3jtene","ازعجتني"
"t5lfona","تخالفونا"
"madeh","ماده"
"najma","نجمه"
"alm7taje","المحتاجه"
"tokli","توكلي"
"g9dk","قصدك"
"takteki","تكتيكي"
"7loha","حلوها"
"ektshft","اكتشفت"
"bsa7b","بسحب"
"entu","انتو"
"tkoon","تكون"
"2sdek","أصدك"
"yo54k","يوخذك"
"zain","زين"
"ytna8$","يتناقش"
"6'let","ضليت"
"l8oha","لقوها"
"bhek","بهيك"
"day3teli","ضيعتيلي"
"salamtek","سلامتك"
"zyadeh","زياده"
"la7ata","لحتى"
"gdha","قدها"
"3ajbatak","عاجبتك"
"odrosi","ادرسي"
"mrba","مربى"
"alzo3bi","الزعبي"
"8asdek","قسدك"
"6abon","طبون"
"sa8a3ah","سقاعه"
"wra7","وراح"
"3o9male","عصملي"
"yhaniki","يهنيكي"
"katem","كتم"
"dor","دور"
"amnker","امنكر"
"b36esh","بعطيش"
"most7el","مستحيل"
"wmarrat","ومرات"
"eljaw","الجو"
"jibal","جبال"
"nsawe","نسوي"
"2klty","اكلتي"
"2$t8tlk","اشتقتلك"
"bts7b","بتسحب"
"9aber","صابر"
"2wleto","اوليته"
"dshtre","دشتري"
"3res","عريس"
"wrou7","وروح"
"mnawrin","منورين"
"fondo8","فندق"
"njoum","نجوم"
"yasehar","يسهر"
"mo3adli","معدلي"
"hbebti","حبيبتي"
"sea8","سياق"
"khudar","خضار"
"ynawem","ينوم"
"y5alili","يخليلي"
"ahslk","احسلك"
"dwame","دوامي"
"6$ynna","طشينا"
"bt7sesh","بتحسيش"
"tamweh","تمويه"
"n9ebi","نصيبي"
"t3neli","تعنيلي"
"bwz3","بوزع"
"sme3t","سمعت"
"bjnbhom","بجنبهم"
"e3meltalak","اعملتلك"
"mascara","مسكاره"
"9orthom","صورتهم"
"mnjebak","منجيبك"
"is2lo","اسألو"
"darku","داركو"
"3yonek","عيونك"
"a3lno","اعلنه"
"mhrbeen","مهربين"
"sarat","صارت"
"elli","الي"
"yfakrok","يفكروك"
"we9latni","وصلتني"
"mu3ayn","معين"
"el5latat","الخلطات"
"elk3b","الكعب"
"3alai","علي"
"mstr","مستر"
"ray8","رايق"
"a3bro","اعبرو"
"eln6'rah","النظره"
"dmha","دمها"
"mlmlemeh","ململمه"
"elmalaf","الملف"
"ansek","انسيك"
"tktobesh","تكتبش"
"hamek","همك"
"5o9omat","خصومات"
"shosh","شوش"
"as56k","اسخطك"
"mo3dli","معدلي"
"bbla$","ببلاش"
"sahel","ساحل"
"ms5m","مصخم"
"mostwa","مستوى"
"yaretek","ياريتك"
"el7kayh","الحكايه"
"kabseh","كبسه"
"2lhodj","الهودج"
"btzha2esh","بتزهئش"
"msa2e3","مسئع"
"ywslo","يوصله"
"byzbut","بيزبط"
"bthki","بتحكي"
"wbtshof","وبتشوف"
"labn","لبن"
"2zabitha","ازبطها"
"5lekn","خليكن"
"kaen","كاين"
"aw9lha","اوصلها"
"b9lesh","بصليش"
"2boab","ابواب"
"yarab","يارب"
"mnt6'm","منتظم"
"aywh","ايوه"
"sade8aty","صديقتي"
"darbak","دربك"
"naw3","نوع"
"2mdougs","امدوقس"
"ytnakaden","يتنكدن"
"3mn788h","عمنحقه"
"barek","بارك"
"al3'ba2","الغباء"
"tetfas7an","تتفسحن"
"thom","ثوم"
"mthalan","مثلا"
"bd2t","بدأت"
"nzb6","نزبط"
"lfyde","الفايده"
"dbkto","دبكتوا"
"ele7tram","الاحترام"
"9awarto","صورتو"
"b2argl","بأرجل"
"badek","بدك"
"esme3it","اسمعت"
"se3b","صعب"
"a7dr","احضر"
"t3ayadto","تعايدتوا"
"m3brfoush","مابعرفوش"
"m3rofha","معروفها"
"alah","الله"
"m5ter","مختير"
"blbsha","بلبسها"
"mabdk","مابدك"
"njom","نجوم"
"elbarakeh","البركه"
"bdkom","بدكم"
"e7temal","احتمال"
"deftk","ضفتك"
"7alyan","حاليا"
"entbh","انتبه"
"9aerlo","صايرله"
"telephone","تلفوني"
"mo3adalat","معدلات"
"el7aj","الحج"
"5alsit","خلصت"
"nasye","ناسي"
"blsht","بلشت"
"tark","تارك"
"minek","منك"
"5letk","خليتك"
"nefsi","نفسي"
"2l29l","الأصل"
"at6man","اتطمن"
"y7b","يحب"
"msayb","مصايب"
"btganen","بتجنن"
"dobh","دبه"
"ry7o","ريحو"
"sh3bh","شعبه"
"afdah","افضح"
"zu8","زوق"
"nawen","ناويين"
"b3rfosh","بعرفوش"
"nizar","نزار"
"kheir","خير"
"shab","شاب"
"al3afye","العافيه"
"mz7km","مزحكم"
"la25uki","لأخوكي"
"7bêêb","حبيب"
"mab3neki","مابعنيكي"
"mt6'ae8","متظايق"
"32bal","عئبال"
"ydemhom","يديمهم"
"aljajeh","الجاجه"
"houwa","هو"
"tsddi","تسددي"
"tseery","تصيري"
"hlwen","حلوين"
"yhmekom","يحميكم"
"awla","اولى"
"ykhali","يخليلي"
"eln9'afah","النضافه"
"nakshet","نكشت"
"habybe","حبيبي"
"9ort","صورة"
"2raybek","أرايبك"
"smawi","سماوي"
"z3llan","زعلان"
"27tmalat","احتمالات"
"2a3da2","اعداء"
"ynfkn","ينفكن"
"wa7dih","وحده"
"hawajeb","حواجب"
"swa","سوا"
"mhtarma","محترمه"
"btsma3eh","بتسمعيه"
"btekrahe","بتكرهي"
"nagham","نغم"
"bt7bni","بتحبني"
"o5tkm","اختكم"
"bt3rfna","بتعرفنا"
"tzorni","تزورني"
"eltamr","التمر"
"3asher","عاشر"
"3nde$","عنديش"
"b2hlo","باهلو"
"ab3tele","ابعتيلي"
"sa7ebti","صاحبيتي"
"el6b5","الطبخ"
"tnkesh","تنكيسه"
"anzl","انزل"
"msebte","مصيبتي"
"bthe2lk","بتهيألك"
"elwa9'e3","الوضع"
"2ahr","أهر"
"rateb","راتب"
"nasiha","نصيحه"
"7komtna","حكومتنا"
"bt8dari","بتقدري"
"3barh","عباره"
"bealmonasbat","بالمناسبات"
"dusyt","دوسية"
"3ndik","عندك"
"tawgehi","توجيهي"
"el7asob","الحاسوب"
"sho","شو"
"rglek","رجلك"
"tb3t","تبعت"
"2oltelak","ألتلك"
"elsha3r","الشعر"
"5rban","خربان"
"t5rojk","تخرجك"
"batfaqad","بتفقد"
"kamle","كملي"
"ynf3k","ينفعك"
"mfaker","مفكر"
"bish3en","بشعين"
"a93'r","اصغر"
"2jareb","اجرب"
"sanhak","سنحك"
"5alil","خليل"
"l2boy","لأبوي"
"wlawa7d","ولاواحد"
"ense7aby","انسحابي"
"3anhm","عنهم"
"97bati","صحباتي"
"5el9o","خلصو"
"ya3'alyi","ياغالي"
"3ni","عني"
"3sha8","عشاق"
"2lnwaya","النوايا"
"btsjlly","بتسجلي"
"yna8esha","يناقشها"
"nrouuh","نروح"
"thnwe","ثانوي"
"5aft","خافت"
"wa7y","وحي"
"t2eel","تئيل"
"nwrti","نورتي"
"yof2k","يوفئك"
"batol","بتول"
"ws5","وسخ"
"al2mt7an","الأمتحان"
"krema","كريمه"
"trkona","تركونا"
"bt3alam","بتعلم"
"fargah","فارقه"
"yaki","ياكي"
"lshbab","الشباب"
"foll","فل"
"3sho","عشو"
"ljaje","الجاجه"
"3ajebtk","عاجبيتك"
"altani","التاني"
"fyd","فيد"
"b89rsh","بقصروش"
"bzyadh","بزياده"
"y6b5n","يطبخن"
"snan","سنان"
"ar2o9","ارئص"
"3roosa","عروسه"
"3leha","عليها"
"a9'y3ha","اضيعها"
"mkaank","مكانك"
"jzera","جزيره"
"atwa9l","اتواصل"
"d7ia","دحيه"
"llfjr","للفجر"
"bt5l9","بتخلص"
"andaf","انضف"
"e3esh","اعيش"
"zob3ah","زوبعه"
"elmafra8","المفرق"
"$ofele","شوفيلي"
"ll9ora","للصوره"
"bt7bone","يتحبوني"
"bejki","بيجيكي"
"s7beti","صاحبيتي"
"bent","بنت"
"do5ni","دوخني"
"sama3e","سمعي"
"btsfi","بتصفي"
"tbene","تبيني"
"n3tik","نعطيك"
"fa9'e","فاضي"
"eshf8i","اشفقي"
"bfot","بفوت"
"mlm3","ملمع"
"bshl86","بشلقط"
"zahag","زهق"
"tankeseh","تنكيسه"
"jaieb","جاييب"
"lgat","لقت"
"ml3ounk","ملعونك"
"be7eso","بحسه"
"bsm6o","بسمطو"
"b3mlkesh","بعملكيش"
"2somha","اسمها"
"elba7r","البحر"
"najah","نجاح"
"menu","منه"
"3o9'","عوض"
"ijet","اجيت"
"el3mor","العمر"
"tday8t","تدايقت"
"alftra","الفتره"
"zhgtne","زهقتني"
"fhamto","فهمتوا"
"na2sk","نائصك"
"e7kelek","احكيلك"
"2deh","أديه"
"blawi","بلاوي"
"93'erh","صغيره"
"elnor","النور"
"2nas","الناس"
"gana","جانا"
"lattlb","لاتطلب"
"mghror","مغرور"
"bta5doni","بتاخدوني"
"mbyin","مبين"
"tre2t","طريئة"
"bye7ko","بيحكو"
"6a7at","طاحت"
"hrsthn","هرستهن"
"jaje","جاجه"
"mudhik","مضحك"
"bto54i","بتوخذي"
"tshofni","تشوفني"
"btshofi","بتشوفي"
"3omrah","عمره"
"yensa","ينسى"
"smi3et","سمعيت"
"3aybeh","عايبه"
"yamen","يمين"
"mballa","مبلا"
"msa7eben","مصاحبين"
"tsd2sh","تصدئش"
"2lgf","القف"
"nrtb","نرتب"
"tayeba","طيبه"
"esa3h","الساعه"
"2jr","اجر"
"6rad","طراد"
"b9a7bk","بصاحبك"
"shwkh","شوكه"
"tlola7eh","تلولاحيه"
"b3rafak","بعرفك"
"ts2lna","تسألنا"
"2sh3'loha","اشغلوها"
"esmant","اسمنت"
"belfor9a","بالفرصه"
"wino","وينه"
"hamodi","حمودي"
"3ashno","عشنو"
"sho3orek","شعورك"
"y3brni","يعبرني"
"btn3meha","بتنعمها"
"6rytha","طريتها"
"wwa8t","ووقت"
"78k","حقك"
"el3zeh","العزه"
"a5retk","اخريتك"
"a7wl","احول"
"e$taraket","اشتركت"
"2elak","الك"
"ordnya","اردنيه"
"8sdhom","قصدهم"
"aseb","اسب"
"mo7tarm","محترم"
"damak","دمك"
"daktorah","دكتوراه"
"m3aljeno","معالجينه"
"nokteh","نكته"
"mb6onh","مبطونه"
"mraou7","مراوح"
"frjene","فرجيني"
"w2ad","وئد"
"l6afa","لطافه"
"elwa6n","الوطن"
"a8ulak","اقلك"
"mfta7","مفتاح"
"7erof","حروف"
"7abebe","حبيبي"
"elsara7h","الصراحه"
"tala","تالا"
"t3arefna","تعرفنا"
"el$aher","الشهر"
"3'ybi","غيبي"
"mabrouk","مبروك"
"re7leh","رحله"
"khfef","خفيف"
"todrose","تدرسي"
"alahh","الله"
"na6'ar","نظر"
"ko$tek","كشتك"
"lateji","لاتيجي"
"mqrfh","مقرفه"
"alesbo3","الاسبوع"
"6'l","ضل"
"algo6k","القطك"
"rj3lna","رجعلنا"
"6fasheh","طفاشه"
"asa3do","اساعده"
"tbz8i","تبزقي"
"mzhzh","مزهزه"
"eddawi","اداوي"
"b3rif","بعرف"
"b3tolo","بعتولو"
"ghrtne","قهرتني"
"l78na","لحقنا"
"9n3a","صنعه"
"mm3'o9","ممغوص"
"el3arbi","العربي"
"tes","تيس"
"56rat","خطرت"
"belbet","بالبيت"
"3shan","عشان"
"89h","قصه"
"b3'nena","بغنينا"
"tsha2om","تشاؤم"
"btgra","بتقرا"
"lish","ليش"
"ela3'ani","الاغاني"
"tslmele","تسلميلي"
"nekd","نكد"
"9wrti","صورتي"
"2l59'r","الخضر"
"tyara","طياره"
"elre7ah","الريحه"
"2rz","ارز"
"t7rez","تحرز"
"yafta7h","يفتحه"
"dezl","ديزل"
"l65a","لطخه"
"edalo","يضلو"
"b3'ramha","بغرامها"
"7awwz","حاووز"
"shan","شان"
"ma5lo8a","مخلوقه"
"el7mam","الحمام"
"el6al3at","الطلعات"
"b7so","بحسو"
"anktlkm","انكتلكم"
"97en","صحن"
"shyna","شينه"
"bdenya","بالدنيا"
"y6la3lak","يطلعلك"
"t3sbesh","تعصبيش"
"t9b7e","تصبحي"
"bt3'ere","بتغيري"
"m9l7a","مصلحه"
